text,label,token_count,text_length
"['told', 'him', 'that', 'maybe', 'just', 'need', 'time', 'to', 'think', 'how', 'ive', 'been', 'feeling', 'indecisive', 'about', 'things', 'lately']",fear,19,99
"['still', 'feel', 'it', 'does', 'the', 'genre', 'disservice', 'when', 'stories', 'are', 'resolved', 'artifically']",joy,14,81
"['always', 'know', 'when', 'am', 'feeling', 'artistic', 'when', 'write', 'my', 'name', 'while', 'am', 'in', 'an', 'artistic', 'mood', 'the', 'in', 'manitz', 'draw', 'circle', 'not', 'dot', 'the', 'bigger', 'the', 'dot', 'the', 'more', 'artistic', 'am', 'feeling', 'and', 'if', 'it', 'is', 'just', 'line', 'like', 'an', 'accent', 'mark', 'in', 'spanish', 'im', 'pissed']",joy,56,250
"['remember', 'feeling', 'really', 'terrified', 'when', 'was', 'in', 'brazil', 'on', 'bus', 'that', 'was', 'going', 'up', 'steep', 'mountain', 'hills', 'on', 'the', 'side', 'of', 'the', 'mountain', 'in', 'the', 'middle', 'of', 'big', 'storm', 'wondering', 'if', 'we', 'were', 'going', 'to', 'fall', 'off']",fear,41,200
"['could', 'feel', 'her', 'whimper', 'to', 'the', 'thought', 'of', 'being', 'unloved', 'and', 'uncared', 'for']",sadness,14,72
"['im', 'certainly', 'not', 'going', 'to', 'sit', 'and', 'tell', 'you', 'whats', 'going', 'on', 'in', 'my', 'personal', 'life', 'but', 'feel', 'that', 'if', 'you', 'were', 'ever', 'curious', 'about', 'whats', 'going', 'in', 'my', 'life', 'all', 'youd', 'have', 'to', 'do', 'is', 'watch', 'the', 'show']",surprise,40,185
"['im', 'sorry', 'that', 'there', 'wasnt', 'more', 'humor', 'in', 'this', 'post', 'but', 'im', 'not', 'feeling', 'all', 'that', 'funny']",surprise,17,83
"['feel', 'ive', 'got', 'my', 'foot', 'in', 'the', 'door', 'of', 'the', 'fantastic', 'world', 'of', 'walking', 'and', 'running', 'the', 'trails', 'fells', 'and', 'mountains']",joy,22,111
"['say', 'whatever', 'comes', 'in', 'my', 'mind', 'tell', 'you', 'directly', 'what', 'feel', 'jealous', 'girl', 'not', 'because', 'insecure', 'but', 'because', 'just', 'love', 'that', 'person', 'trust', 'worthy', 'friend', 'sweet', 'to', 'the', 'one', 'love']",anger,38,183
"['feel', 'strange', 'coming', 'back', 'to', 'work', 'after', 'my', 'one', 'day', 'holiday']",fear,12,59
"['im', 'clearly', 'influenced', 'by', 'the', 'dash', 'happiness', 'of', 'emily', 'dickinson', 'for', 'example', 'and', 'use', 'dashes', 'instead', 'of', 'colons', 'or', 'semi', 'colons', 'to', 'enhance', 'the', 'feelings', 'of', 'rushed', 'enjambment', 'in', 'the', 'sonnet']",anger,32,183
"['am', 'fatter', 'because', 'the', 'only', 'thing', 'in', 'my', 'life', 'that', 'can', 'remain', 'under', 'my', 'control', 'is', 'whether', 'or', 'not', 'get', 'to', 'eat', 'peanut', 'butter', 'on', 'bread', 'when', 'get', 'home', 'from', 'an', 'impossible', 'day', 'of', 'to', 'first', 'world', 'looking', 'yet', 'third', 'world', 'feeling', 'hell', 'of', 'needy', 'and', 'neglected', 'little', 'girls']",sadness,52,262
"['could', 'claim', 'to', 'redeem', 'the', 'genre', 'but', 'it', 'didn', 'leave', 'me', 'feeling', 'as', 'entirely', 'frustrated', 'to', 'the', 'point', 'of', 'beating', 'my', 'head', 'against', 'wall', 'either']",anger,28,141
"['feel', 'so', 'sad', 'and', 'hopeless']",sadness,6,26
"['im', 'getting', 'the', 'feeling', 'that', 'my', 'classes', 'are', 'little', 'intimidated', 'by', 'the', 'concept', 'of', 'lit']",fear,17,87
"['still', 'feel', 'groggy', 'but', 'have', 'to', 'get', 'up', 'to', 'do', 'the', 'routine', 'for', 'my', 'son']",sadness,17,69
"['have', 'feeling', 'my', 'view', 'isnt', 'going', 'to', 'be', 'very', 'popular', 'and', 'thats', 'fine']",joy,15,69
"['want', 'to', 'hold', 'this', 'feeling', 'of', 'shocked', 'awe', 'and', 'wonder', 'forever']",surprise,12,61
"['when', 'heard', 'rumour', 'that', 'the', 'st', 'year', 'exam', 'results', 'were', 'out', 'had', 'fear', 'that', 'might', 'be', 'one', 'of', 'the', 'failures']",fear,24,107
"['want', 'to', 'feel', 'valued', 'do', 'and', 'appreciated', 'do', 'and', 'know', 'the', 'people', 'who', 'love', 'me', 'arent', 'going', 'anywhere', 'even', 'if', 'the', 'nature', 'of', 'the', 'relationship', 'changes']",joy,29,147
"['know', 'there', 'are', 'days', 'in', 'which', 'you', 'feel', 'distracted']",anger,10,50
"['use', 'it', 'regularly', 'with', 'relaxing', 'music', 'and', 'always', 'feel', 'invigorated', 'afterward']",joy,12,76
"['im', 'feeling', 'distracted', 'tend', 'to', 'practice', 'with', 'my', 'eyes', 'shut', 'as', 'much', 'as', 'possible']",anger,15,78
"['feel', 'like', 'its', 'perfect', 'see', 'youtube', 'has', 'its', 'influences', 'even', 'know', 'trends']",joy,16,77
"['specifically', 'wanted', 'tango', 'was', 'feeling', 'shy', 'and', 'maks', 'quite', 'the', 'opposite', 'hard', 'to', 'get', 'far', 'enough', 'away', 'from', 'him', 'to', 'get', 'good', 'pics', 'lol']",fear,25,129
"['also', 'didn', 'feel', 'very', 'weird', 'sleeping', 'in', 'my', 'bed', 'while', 'the', 'two', 'of', 'them', 'slept', 'in', 'hers']",fear,19,84
"['just', 'wish', 'okay', 'so', 'was', 'thinking', 'about', 'it', 'earlier', 'today', 'and', 'heres', 'the', 'thing', 'being', 'all', 'cooped', 'up', 'amp', 'restless', 'has', 'made', 'me', 'feel', 'so', 'needy']",sadness,28,136
"['ive', 'lost', 'some', 'weight', 'such', 'that', 'could', 'fit', 'into', 'tiny', 'skirt', 'that', 'ive', 'been', 'unable', 'to', 'wear', 'because', 'didnt', 'feel', 'confident', 'in', 'it', 'until', 'now']",joy,28,136
"['hope', 'to', 'feel', 'bit', 'more', 'creative', 'again', 'soon', 'and', 'miss', 'its', 'presence', 'in', 'my', 'life', 'blog']",joy,18,83
"['am', 'no', 'fan', 'of', 'the', 'current', 'president', 'am', 'conservative', 'and', 'it', 'made', 'me', 'feel', 'unwelcome']",sadness,18,86
"['will', 'enclose', 'her', 'verses', 'on', 'her', 'could', 'not', 'weigh', 'much', 'more', 'thinking', 'and', 'feeling', 'curious', 'to', 'hear', 'the', 'odd', 'couple']",surprise,21,110
"['begin', 'to', 'feel', 'complacent', 'with', 'my', 'life', 'here']",joy,9,44
"['feel', 'vulnerable', 'and', 'alone']",fear,5,27
"['remember', 'feeling', 'inspired', 'and', 'thinking', 'that', 'it', 'was', 'fine', 'example', 'of', 'parenting']",joy,14,80
"['feel', 'like', 'always', 'the', 'one', 'getting', 'punished', 'for', 'stupid', 'things', 'and', 'feel', 'like', 'being', 'chastised', 'for', 'behaving']",sadness,23,114
"['really', 'feel', 'that', 'my', 'life', 'is', 'perfect', 'right', 'now', 'and', 'if', 'it', 'isnt', 'too', 'much', 'to', 'ask', 'for', 'just', 'hope', 'that', 'everything', 'would', 'stay', 'the', 'same']",joy,28,130
"['im', 'there', 'simply', 'feel', 'contented']",joy,6,32
"['im', 'not', 'saying', 'cut', 'everyone', 'out', 'of', 'your', 'life', 'but', 'feel', 'its', 'important', 'to', 'find', 'comfort', 'in', 'solitude', 'meditation', 'or', 'working', 'on', 'projects', 'alone']",joy,25,136
"['think', 'im', 'just', 'being', 'stupid', 'feeling', 'nervous']",fear,8,44
"['feel', 'honored', 'by', 'it']",joy,5,20
"['was', 'feeling', 'an', 'act', 'of', 'god', 'at', 'work', 'in', 'my', 'life', 'and', 'it', 'was', 'an', 'amazing', 'feeling']",surprise,18,76
"['feel', 'im', 'like', 'bird', 'flying', 'in', 'the', 'air', 'in', 'very', 'carefree', 'manner']",joy,15,65
"['have', 'to', 'revise', 'my', 'replies', 'over', 'and', 'over', 'again', 'in', 'my', 'mind', 'just', 'to', 'make', 'sure', 'that', 'the', 'reply', 'sounds', 'appropriate', 'enough', 'and', 'that', 'the', 'person', 'who', 'receive', 'the', 'reply', 'will', 'not', 'feel', 'offended']",anger,35,182
"['felt', 'sad', 'when', 'friend', 'of', 'mine', 'died', 'and', 'felt', 'that', 'something', 'had', 'irrevocably', 'gone', 'away', 'from', 'me']",sadness,20,97
"['died', 'would', 'alex', 'and', 'matt', 'feel', 'regretful', 'for', 'not', 'coming', 'to', 'visit']",sadness,13,65
"['feel', 'that', 'educating', 'families', 'and', 'supporting', 'and', 'educationg', 'mamas', 'and', 'papas', 'is', 'key']",joy,14,83
"['im', 'sure', 'its', 'because', 'when', 'am', 'lost', 'feel', 'like', 'everyone', 'is', 'being', 'hostile', 'toward', 'me', 'and', 'hate', 'that', 'feeling']",anger,22,106
"['feel', 'like', 'these', 'are', 'very', 'boring', 'sewing', 'makes', 'since', 'they', 'are', 'so', 'easy', 'and', 'there', 'is', 'nothing', 'else', 'to', 'say', 'about', 'them', 'than', 'my', 'fabric', 'usage']",sadness,27,134
"['have', 'always', 'liked', 'to', 'use', 'the', 'original', 'fragrance', 'to', 'freshen', 'up', 'and', 'lightly', 'scent', 'my', 'underwear', 'drawer', 'to', 'feel', 'gorgeously', 'glamorous', 'and', 'girly']",joy,24,140
"['feel', 'like', 'talented', 'young', 'man', 'don', 'feel', 'talented', 'then', 'don', 'to', 'work', 'with']",joy,19,80
"['feel', 'curious', 'about', 'all', 'this', 'things', 'around']",surprise,8,43
"['feel', 'the', 'reason', 'were', 'apart', 'of', 'each', 'others', 'lives', 'is', 'because', 'im', 'in', 'his', 'to', 'help', 'him', 'become', 'something', 'to', 'push', 'him', 'to', 'succeed', 'and', 'be', 'successful', 'and', 'happy']",joy,30,150
"['feel', 'now', 'so', 'uncomfortable', 'with', 'all', 'of', 'them', 'guess', 'is', 'me']",fear,13,58
"['feel', 'pretty', 'mellow', 'so', 'far', 'about', 'whatever', 'healing', 'wounding', 'process', 'may', 'be', 'getting', 'underway']",joy,15,91
"['wonder', 'sometimes', 'whether', 'have', 'just', 'added', 'to', 'the', 'antagonism', 'and', 'misunderstanding', 'that', 'many', 'people', 'have', 'towards', 'those', 'of', 'us', 'who', 'feel', 'reluctant', 'to', 'wholeheartedly', 'support', 'the', 'traditional', 'armistice', 'day', 'remembrances']",fear,32,213
"['legs', 'would', 'feel', 'shitty', 'for', 'few', 'miles', 'but', 'would', 'come', 'around', 'like', 'they', 'always', 'do']",sadness,17,82
"['know', 'its', 'an', 'unfair', 'reaction', 'but', 'have', 'run', 'out', 'of', 'ways', 'to', 'explain', 'how', 'feel', 'shaken', 'is', 'the', 'best', 'can', 'come', 'up', 'with', 'right', 'now']",fear,29,126
"['seriously', 'feel', 'so', 'blessed', 'for', 'the', 'support', 'that', 'have', 'at', 'home', 'it', 'amazing']",love,16,76
"['feel', 'abused', 'and', 'maligned', 'but', 'mostly', 'tired', 'of', 'the', 'nervous', 'feeling', 'anticipating', 'danger']",sadness,14,86
"['am', 'feeling', 'pretty', 'restless', 'right', 'now', 'while', 'typing', 'this']",fear,10,56
"['know', 'gosman', 'is', 'touristy', 'place', 'to', 'go', 'if', 'you', 'are', 'in', 'the', 'montauk', 'area', 'but', 'infrequent', 'visitors', 'to', 'this', 'area', 'want', 'to', 'head', 'there', 'for', 'the', 'harbor', 'feel', 'the', 'gentle', 'cawing', 'of', 'the', 'seagulls', 'lapping', 'water', 'against', 'the', 'wood', 'pilings', 'and', 'relaxing', 'breeze', 'coming', 'in', 'off', 'the', 'water']",love,51,265
"['have', 'to', 'admit', 'these', 'hilarious', 'cards', 'are', 'seriously', 'exactly', 'how', 'feel', 'am', 'so', 'stressed', 'out', 'feel', 'at', 'any', 'moment', 'could', 'start', 'hy']",sadness,28,131
"['wrote', 'last', 'year', 'when', 'was', 'feeling', 'more', 'dull', 'and', 'inarticulate', 'than', 'normal']",sadness,14,75
"['id', 'kick', 'myself', 'into', 'gear', 'but', 'just', 'feel', 'irritable', 'with', 'no', 'motivation', 'what', 'so', 'ever']",anger,16,82
"['feel', 'as', 'child', 'innocent', 'feelings', 'illustrating']",joy,9,50
"['have', 'the', 'satisfaction', 'of', 'feeling', 'that', 'no', 'longer', 'supporting', 'or', 'contributing', 'to', 'the', 'looter', 'driven', 'consumerism', 'that', 'has', 'made', 'walking', 'corpse', 'out', 'of', 'the', 'america', 'so', 'revered', 'when', 'was', 'younger']",love,36,195
"['will', 'start', 'to', 'feel', 'resentful']",anger,6,30
"['will', 'spend', 'my', 'vacation', 'on', 'me', 'no', 'obligations', 'no', 'headaches', 'no', 'feeling', 'like', 'am', 'being', 'emotional', 'blackmailed', 'into', 'being', 'three', 'places', 'at', 'once']",sadness,25,139
"['feel', 'herpes', 'coming', 'would', 'be', 'very', 'surprised', 'at', 'this', 'point', 'if', 'make', 'it', 'out', 'again', 'after', 'my', 'checkup', 'at', 'the', 'clinic', 'on', 'wednesday']",surprise,26,127
"['feel', 'so', 'fucked', 'like', 'everyday', 'of', 'my', 'life']",anger,9,41
"['ive', 'worked', 'really', 'hard', 'all', 'year', 'to', 'try', 'to', 'make', 'each', 'child', 'in', 'the', 'class', 'feel', 'like', 'they', 'are', 'valued']",joy,20,96
"['am', 'feeling', 'disheartened', 'with', 'my', 'words', 'as', 'of', 'late']",sadness,10,50
"['didn', 'feel', 'like', 'was', 'being', 'bitchy', 'at', 'the', 'time', 'but', 'upon', 'retrospect', 'why', 'wouldn', 'he', 'think', 'that', 'was', 'trying', 'to', 'shake', 'him', 'off']",anger,28,126
"['still', 'second', 'guess', 'myself', 'and', 'still', 'have', 'terrible', 'time', 'making', 'definitive', 'decisions', 'but', 'there', 'are', 'certain', 'truths', 'that', 'do', 'know', 'about', 'myself', 'and', 'feel', 'assured', 'by', 'those', 'truths']",joy,32,178
"['don', 'feel', 'like', 'eggs', 'benedict', 'll', 'have', 'something', 'equally', 'delicious']",joy,13,69
"['im', 'feeling', 'my', 'way', 'through', 'and', 'trusting', 'myself']",joy,8,45
"['im', 'feeling', 'inspired', 'by', 'all', 'the', 'summery', 'elements', 'of', 'my', 'favorite', 'past', 'time', 'beach', 'bummin']",joy,15,85
"['can', 'feel', 'that', 'she', 'smiled', 'love', 'you', 'even', 'more', 'gorgeous']",joy,12,56
"['continue', 'to', 'define', 'and', 'discover', 'what', 'home', 'can', 'mean', 'here', 'in', 'amsterdam', 'whenever', 'feel', 'pang', 'of', 'blank', 'sickness', 'it', 'is', 'more', 'in', 'line', 'with', 'missing', 'the', 'cultural', 'mindset', 'of', 'american', 'city', 'life', 'which', 'is', 'much', 'different', 'from', 'the', 'cultural', 'mindset', 'of', 'amsterdam']",sadness,45,249
"['make', 'an', 'arcade', 'have', 'very', 'simple', 'purpose', 'and', 'that', 'is', 'to', 'try', 'to', 'make', 'it', 'feel', 'absolutely', 'comfortable', 'physically', 'emotionally', 'practically', 'and', 'absolutely']",joy,26,153
"['can', 'say', 'feel', 'all', 'that', 'sympathetic']",love,9,39
"['was', 'feeling', 'over', 'eager', 'and', 'hopped', 'on', 'to', 'the', 'tube', 'to', 'ride', 'the', 'eye', 'of', 'london']",joy,17,76
"['go', 'online', 'and', 'see', 'friend', 'talking', 'to', 'another', 'one', 'and', 'is', 'not', 'talking', 'to', 'me', 'feel', 'ignored', 'feel', 'unloved']",sadness,24,108
"['am', 'not', 'monitoring', 'what', 'have', 'to', 'say', 'about', 'anything', 'if', 'you', 'ever', 'come', 'across', 'any', 'of', 'my', 'blogs', 'and', 'feel', 'offended', 'please', 'dont', 'stop', 'by', 'here', 'again']",anger,29,142
"['feel', 'like', 'that', 'so', 'weird', 'that', 'had', 'cancer', 'that', 'one', 'time']",surprise,14,59
"['want', 'to', 'feel', 'safe', 'and', 'well', 'and', 'that', 'maybe', 'just', 'maybe', 'theres', 'small', 'chance', 'my', 'can', 'feel', 'joy', 'and', 'my', 'dreams', 'can', 'come', 'true']",joy,27,122
"['im', 'feeling', 'cranky']",anger,3,17
"['also', 'think', 'it', 'is', 'puzzling', 'that', 'after', 'this', 'particular', 'administrator', 'has', 'singled', 'me', 'out', 'for', 'praise', 'on', 'my', 'ability', 'to', 'get', 'my', 'students', 'to', 'read', 'that', 'he', 'feels', 'that', 'ssr', 'time', 'is', 'not', 'productive', 'use', 'of', 'class', 'time']",joy,40,205
"['tried', 'to', 'fill', 'it', 'by', 'befriending', 'people', 'that', 'knew', 'were', 'only', 'using', 'me', 'but', 'didnt', 'care', 'because', 'needed', 'to', 'feel', 'accepted', 'even', 'if', 'it', 'was', 'by', 'some', 'complete', 'loser']",love,33,160
"['feel', 'stressed', 'always']",sadness,4,22
"['remember', 'feeling', 'another', 'cramp', 'but', 'also', 'ignored', 'it']",sadness,10,54
"['hope', 'feel', 'mellow', 'well', 'fed', 'well', 'slept', 'at', 'peace', 'with', 'myself', 'within', 'this', 'external', 'world']",joy,17,88
"['have', 'also', 'learned', 'it', 'takes', 'lot', 'of', 'effort', 'and', 'positive', 'thinking', 'for', 'me', 'not', 'to', 'break', 'down', 'in', 'tears', 'over', 'feeling', 'exhausted', 'and', 'guilty', 'for', 'not', 'being', 'better', 'mom']",sadness,32,161
"['im', 'feeling', 'awful', 'because', 'we', 'hung', 'out', 'with', 'my', 'friend', 'and', 'her', 'new', 'baby', 'the', 'day', 'before']",sadness,17,83
"['feel', 'very', 'relaxed', 'and', 'fine']",joy,6,28
"['feel', 'the', 'suffering', 'and', 'really', 'feel', 'the', 'pain']",sadness,10,47
"['go', 'to', 'sleep', 'feel', 'as', 'if', 'giving', 'up', 'precious', 'time', 'to', 'do', 'something', 'else', 'with', 'my', 'life']",joy,21,88
"['feel', 'like', 've', 'been', 'neglecting', 'my', 'beloved', 'mom', 'blog']",joy,11,52
"['shalt', 'say', 'we', 'did', 'cos', 'din', 'feel', 'thing', 'when', 'he', 'wrote', 'hw', 'he', 'is', 'keen', 'on', 'xxx']",joy,20,76
"['just', 'feel', 'terrified', 'like', 'im', 'on', 'the', 'edge', 'of', 'precipice', 'staring', 'ahead']",fear,14,70
"['feel', 'totally', 'listless', 'exams', 'have', 'come', 'and', 'gone', 'and', 'now', 'have', 'whole', 'five', 'or', 'so', 'months', 'in', 'front', 'of', 'me', 'with', 'no', 'uni', 'and', 'free', 'time']",sadness,29,130
"['feel', 'furious', 'that', 'right', 'to', 'life', 'advocates', 'can', 'and', 'do', 'tell', 'me', 'how', 'to', 'live', 'and', 'die', 'through', 'lobbying', 'and', 'supporting', 'those', 'politicians', 'sympathic', 'to', 'their', 'views']",anger,28,157
"['feel', 'as', 'if', 'was', 'abused', 'in', 'some', 'way']",sadness,10,37
"['im', 'still', 'paying', 'attention', 'but', 'feel', 'distracted']",anger,8,47
"['started', 'the', 'third', 'block', 'feeling', 'hot', 'and', 'cold', 'and', 'tingly', 'all', 'at', 'the', 'same', 'time', 'knowing', 'that', 'still', 'had', 'five', 'hours', 'of', 'examination', 'ahead', 'of', 'me', 'having', 'no', 'idea', 'if', 'any', 'of', 'it', 'would', 'do', 'any', 'good']",love,39,187
"['im', 'hesitant', 'to', 'make', 'suggestions', 'because', 'feel', 'as', 'if', 'the', 'outcome', 'would', 'not', 'be', 'sincere']",joy,16,85
"['feel', 'not', 'too', 'terribly', 'fond', 'of', 'the', 'majority', 'at', 'this', 'precise', 'time']",love,13,65
"['can', 'feel', 'myself', 'gaining', 'control', 'over', 'the', 'damaged', 'goods', 'aspects', 'of', 'my', 'personal', 'security']",sadness,15,88
"['was', 'that', 'bombed', 'that', 'first', 'interview', 'left', 'the', 'second', 'interview', 'feeling', 'pretty', 'fan', 'freaking', 'tastic']",joy,18,103
"['think', 'its', 'kind', 'of', 'taken', 'us', 'this', 'long', 'to', 'build', 'up', 'good', 'inventory', 'of', 'sauces', 'oils', 'spices', 'and', 'other', 'non', 'perishables', 'to', 'feel', 'like', 'we', 'have', 'chance', 'at', 'making', 'something', 'delicious', 'without', 'having', 'to', 'specifically', 'go', 'out', 'and', 'buy', 'every', 'single', 'item', 'in', 'recipe']",joy,48,251
"['now', 'feel', 'can', 'advise', 'other', 'dads', 'whose', 'children', 'will', 'soon', 'become', 'teenagers', 'it', 'not', 'cool', 'to', 'pull', 'up', 'to', 'your', 'kid', 'high', 'school', 'to', 'pick', 'them', 'up', 'in', 'smelly', 'jalopy', 'with', 'plants', 'coming', 'out', 'the', 'windows']",joy,41,197
"['feel', 'victimized', 'by', 'the', 'drag', 'on', 'our', 'country', 'with', 'heads', 'in', 'the', 'sand', 'traditionalists', 'hesitate', 'to', 'call', 'them', 'conservatives', 'for', 'fear', 'of', 'offending', 'real', 'honest', 'to', 'god', 'conservatives', 'who', 'still', 'think', 'the', 'world', 'was', 'created', 'years', 'ago', 'and', 'that', 'stuff', 'like', 'skeletal', 'remains', 'are', 'some', 'kind', 'of', 'hoax']",sadness,50,283
"['would', 'feel', 'lucky', 'to', 'call', 'any', 'of', 'the', 'materials', 'and', 'kits', 'on', 'your', 'site', 'mine', 'they', 'are', 'just', 'beautifully', 'curated']",joy,21,108
